,index1,context,Label,혐오 대상,혐오대상(세부),cluster10,cluster20,cluster30
20251,23780,쐬고기 미역국 끓여먹은 나인가 ㅇㅅㅇ,정상,,,1,1,29
20255,6494,그거 없으면 썩토 30이다,정상,,,7,5,14
20256,18232,쥐포게이다 일 때문에 머구사는데서로 말투 때문에 호감ㅋㅋ특이하게 경상도 여자치고 말투에 애교 많다,정상,,,7,12,13
20257,12349,한가하다메 이냥반아,정상,,,3,18,23
20261,769,유튜브 같은거 하는 놈 아닐까,정상,,,7,2,5
20264,3495,정부 트윗프사에 무재개 넣으니까 성소수자의 상징이라고 빼라고 빼액거리면 사람들이 편을 들어줄까요,정상,,,8,7,17
20267,821,저는 이성애자인데 수년간 친하게 지내온 친구가 사실 자기는 성소수자라고 말을 하네요 뭐 머리로는 존중한다 이해한다고는 하지만 뭐랄까 그 말 이후 묘하게 신경이 쓰여요 뭐 걔가 저한테 그런감정이다 라고 하는건 아닌데도 평소처럼 지내려고하지만 뭔가 괜히 의식되는 느낌 그렇다고 상처주는 행동을 하고싶진 않은데 어떻게 하면 좋을까요,정상,,,5,19,16
20271,15720,우리나라로 치면 정부가 콩비지 드셔보셔요 하는 건가,정상,,,2,10,19
20273,26419,제곧내+ 박영선 박영춘 십만원줄게 버스비 내려줄게 뽑아줘 하고 나락으로 갔습니다 수많은 원인중 5할이 김현미입니다 위의 원인들이 중요한거라는거이거 파악 못하고 입진보하면 그냥 다시부패당으로 정권 넘겨라 하고 바치는겁니다,정상,,,2,11,22
20274,9873,3주째 없뎃으로 다 뒤짐,정상,,,9,10,14
20275,9115,팀 주장이라는게 수비를ㅋㅋ,정상,,,7,5,20
20276,26176,엥간히 많이 가긴 하나봄,정상,,,3,18,1
20277,23183,"제목2018년 제1회 성남시 임기제공무원 임용시험 시행계획 공고 기관명성남시 등록일2018 01 19 마감일2018 02 02 첨부파일첨부파일 링크 링크 채용직급지방시간선택제임기제 마급 4명 근무지역 채용분야 채용부서 채용 직급채용인원근무기간근무시간직 무 내 용 비고평생교육사 평생학습과 지방시간선택제 임기제 다 급1명2년주35시간 평생학습정책, 특화프로그램 개발 문해교육 활성화사업계획 수립 및 시행 장애인평생교육 활성화계획 수립 및 시행 대한민국평생학습박람회 참가 평생교육협의회, 전국평생학습도시 협의회 운영 평생학습원 홈페이지 및 개인정보 관리 평생학습도시 중장기발전계획수립 및 시행 불법 주 정차 단속 대중교통과 지방시간선택제 임기제 마 급1명임용일 2019 9 2 주35시간 관외택시 등 질서위반 단속 장기정차, 주 정차 위반차량, 질서위반 단속, 민원상담 등 단속결과 보고 등택시행정팀방문건강관리사업 보건소 지방시간선택제 임기제 마 급2명임용일 2019 12 31주35시간 방문보건사업 운영 계획 수립 방문보건사업 운영인력 관리 방문보건사업 물품관리 공공포털 통한 기록관리 프로그램 진행, 통계실적, 월별 운영실적보고수정구, 중원구 보건소금연구역 지도단속 수정구 보건소 지방시간선택제 임기제 마 급1명임용일 2019 11 5 주30시간 공중이용시설 등 관리 및 지도점검 금연구역 시설조사 및 현장계도 단속사항 과태료부과 징수처리 및 세외수입관리 비송사건 처리 등 관련업무 행정처리 단속활동보고서 작성 및 관련자료 관리 금연구역 홍보 및 흡연 진정 민원 처리",정상,,,2,7,8
20278,18045,찐,정상,,,3,18,25
20283,1513,그렇긴하겠네용 친척분들이 대부분 교회 다니는데 개독이라는 표현이 일부 과격한 분들을 말하는건줄 알았는데 다른뜻으로도 쓰이나 보군용,맥락적 정상,['종교'],['기독교계'],4,4,27
20285,20325,아무생각이없다 장애인들이 불편함을 느끼지 않는다면 맞겠지만 불편함을 느끼니깐 도와줘야지 그게 평등이고,정상,,,9,19,3
20286,13806,개독이머임,맥락적 정상,['종교'],['기독교계'],3,18,1
20289,6505,"흔히 선거의 3대요소라고 하면 구도 인물 공약 이슈 라고 하는데 일단 인물은 아직 안정해졌고 공약 이슈 는 코로나로 다 쏠릴테니 구도가 일단 민주당에 너무 불리한 것 같습니다 그간 진보스피커들도 바랬던게 선거 가까워지면서 박근혜 옥중편지 나오고 우공당 20석 만들어주자 하면 적폐놈들 신나게 분열될꺼라고 기대했는데 오늘 자한당 밀어주자로 나와버렸으니 지역구 구도가 민주당 vs 안철수까지 묶인 적폐세력 vs 정의당이된 것 같습니다 지난 총선에서 국당이 보수표 은근 갈가오면서 민주당이 선전했던것과 비교해보면 확연히 불안해진 것 같습니다,,, 비례대표는 말할 것도 없는것 같고,,,, 눈 앞의 이익을 두고 똘똘뭉친 적폐놈들을 보니점점 불안감이 커지는건 너무 절망회로일까요",정상,,,8,3,9
20290,17430,"일본, 미국은 포켓몬이랑 GTA로 문화적 이득을 얻긴했음 유럽이 재미를 못보고 중국은 아예 못 본것뿐",정상,,,0,8,15
20292,16545,반대편은 어후,정상,,,2,18,25
20295,25452,인간이 삼시세끼 다 챙겨먹을수 없는 시기였고 엄청나게 긴 수렵기간동안 사냥에 성공을 못하면 그대로 굶는거니까 그 상황에서 저렇게 살이 찔수 있다는건 그 집단이 얼마나 풍요롭고 강한지에대한 증명이지 아마 저렇게 배부르게 먹고 살찌고싶다 하는 생각으로 만들지 않았나 싶음 임신도 한사람을 배에 품고있으면 영양분도 두배로 필요하니까 후손을 위해서라도 저런몸이 더더욱 선망의 대상이었겠지,정상,,,5,14,26
20296,22985,맛잇는데?그 맛을 모르다니 아쉬운 사람들 많구나.,정상,,,1,1,29
20297,302,제발 블라만큼은,정상,,,7,5,2
20298,16898,"쫒아오는 싸이코패스 살인마를 피해 달아나는 추격 스릴러물이라 보면 됨 영화 내 대사들이나 은유들을 다 이해 하려면 어려운데, 그냥 생각없이 봐도 긴장감 쩔어서 충분히 즐길만함",정상,,,5,17,26
20299,3016,아니얌,정상,,,3,18,23
20301,16746,그래도 다정한 남자로 키우고 싶었는데 스윗중남 스타일이 되고 있어요,정상,,,6,12,13
20303,11512,병원에 있으면 없던 인간혐오도 생기는듯,정상,,,5,16,26
20304,6404,어렸을때 여자들앞에선여자들 만화라고 안본다해놓고몰래 집에서 꿀잼시청함,정상,,,6,12,13
20306,8504,치매 있는 페미니스트 정치인 ㅋㅋ,정상,,,7,5,21
20310,16966,애국 맛있겠어요! 형 벙쳐주심 어뗠련지요^-^,정상,,,1,1,7
20311,20845,"아직도 저는 이해가 안가는게, 누군가가 남들이 보는 열린 공간인 인터넷에서도, 농담조가 아닌 진심으로 장애인을 혐오한다 키작은 남자는 루저다 그것이 순수하게 개인적인 소견을 밝혀서 그것이 소견이라고 받아드리는 사람이 과연있을까요 대부분의 사람들이라면 굉장히 뜨거운 반응을 보였을겁니다 그나마 단순히 키가 작은 사람은 농담이려니하고 받아드릴 수 있지만, 왜소증으로 태어나서 우울하게 살아가는 사람들에게는 자살또는 살인을 일으킬 수 있는 발언이라는것을 생각 안해봤나보네요 진짜 22살인대, 이런것조차 평소에 생각해보지 않고, 그냥 머리속에서 거치지 않고, 입으로 나온 말을 한다는게 정말 이상하네요 순간의 실수였다면, 발언을 하고나서, 죄송합니다 부적절한 단어였네요 아니면, 제가 큰 말 실수를 했네요 라고 바로 사과했어야 하는대, 말해놓고 속으로는 실수했구나 했을지는 모르겠지만, 방송에서는 사과하지 않았죠 인터넷상에서도 이런 인종차별 느낌의 이야기를 했을때, 또는 그 외의 대학생들의 돈과 조건에 관련된 이야기들 파문이 대단한대 방송에서 그랬으니 그게 소신이라고 생각하고 자신있게 내뱉어야 했을까요 생각보다 대중방송의 위력을 너무 우습게 생각하는것 같네요 저는 그녀가 당해도 싸, 당해서 불쌍하다가의 문제가 아니라, 왜 그런 파문을 일으킬 수 있는 말들을 많은 사람들이 보는 방송에서 자신감있게 말했는지 모르겠네요 기타 다른 여자들도요 얼마든지 자극적이지 않게 말할 수 도 있었을것을 매우 안타깝네요 자신의 외모를 치중하는대에는 정성이지만, 자신의 자아를 가꾸는 일에는 부족해서인가요 당당하게 자신감있게 싸가지없게 솔직히 말하거나, 행동하는게 행여라도 요즘 시대의 최신 트렌드이고 멋이라고 젊은 사람들이 생각하지 않았으면 좋겠어요 일부 방송을 보면 그런것을 부추기는것 같더군요 가식적인 발언도 싫지만, 논란이 될만한 말을 해놓고 솔직한게 좋잖아요 라고 말하는 일부 연예인을 보면 어린 나이도 아닌대, 생각은 어린 아이구나 라고 느껴요",정상,,,5,12,26
20315,23896,저본캐1일남음 ㅋㅋ,정상,,,3,6,23
20317,26171,왕따,정상,,,3,18,25
20319,5046,제가 딱 서른인데 호돈 처음본게 2002 월드컵때긴함 11살때,정상,,,7,11,22
20320,16504,한국에선 칼부림하면서 패악질부릴순있겠지 하지만 여기서도 그러면 바람구멍나거든,정상,,,9,10,1
20321,23725,직업 추천좀,정상,,,2,18,25
20322,22048,여성표 쭉쭉 떨어지는 소리 들린다,정상,,,6,12,13
20323,20379,"먼길 수고 많으셨어요 아우님 

얼굴 봐서 좋았어요 

행복한 주말 보내세요",정상,,,3,10,7
20324,21817,노 마스크 재롱잔치한 밝히지 않아 명단도 처음엔 일부만 제출 재분류 6명 교회 관련 사실 안 해 심층역학조사서 확인,정상,,,4,4,27
20325,8116,존중은 쌍방향이어야 됨 다른 사람의 신념을 존중하지 않는 종교는 존중받을 자격이 없음,정상,,,4,4,27
20326,4073,틀딱이라고한것들 도대체몇살들이냐ㅡ49먹은놈도 틀딱이라고하고ㅡ39먹은놈도 틀딱이라고질러되고ㅡㅋㅋ,맥락적 정상,['연령'],['고령층'],1,1,29
20329,11238,혼술남녀에 공시생들 이야기도 나오더라구요 근데 친구한테 스마트폰까지 사줄 정도면 진짜 금수저급 공시생 설정인것 같네요,정상,,,6,12,13
20330,15991,민주주의 인권 개념이 발명된 대륙이고 관련 개념이나 제도가 뿌리 깊게 자리 잡은 대륙이지만반면에 대륙보다 인종차별도 심한미국도 마찬가지긴 미국하고 유럽 인종 문제는 다름미국은 태생적으로 다인종 국가라서 여러 인종이 한 사회에 공존한다는 개념 자체는 정착이 돼 있음근데 유럽은 수백년 백인들의 대륙이었다가20세기 들어서 급격히 다문화 사회로 이행한 상황이라서게다가 아메리카 대륙으로 동떨어진 미국보다 난민이 유입하기 쉽고근데 자신들이 내거는 가치상 그걸 거절하기가 쉽지 않은 거임게다가 영미식 시스템과 유럽 국가들은 복지 시스템을 기반으로 하는데이게 한정된 재원으로 이주민까지 챙기게 시스템이다 보니 내부에서 불만이 안 생길 수가 없음사회 현실이나 일상화된 의식 수준이 그걸 수용하지를 못하니까스포츠에서 숱하게 인종 차별이 일어나는 맥락이고 보면 화약고나 다름 상태유럽에서 진행되고 극우화 현상도 다문화와 얽혀 거,정상,,,0,8,19
20332,8778,kbs에서 방송한 가짜장애인들 생각나네요 돈만 주면 가짜 장애인 만들고 군면제에 가스차 세금도 줄고 통신비 할인에 ㅎㅎ,정상,,,2,11,22
20333,28059,젠더갈등때문에 안만나고코로나때문에 못만나고집마련부담때문에 결혼하기어렵고1인가구에 대한 미화가 결혼 안하는 분위기를 조성하고경제적부담때문에 애낳는걸 꺼리고사회복합적인 문제다 하나하나씩 해결해나가야한다 정치인들은 이 말 하면 죽는 병이라도 걸림,정상,,,5,14,19
20334,3376,쌍둥이 형제냐 ㅋㅋ,정상,,,3,6,23
20335,1065,기울어진 운동장 에서 개인이 언론을 상대로 싸우는건 힘들죠 특히나 사법부와 국회를 끼고 있는 조선이라면 더더욱 부디 캐나다에서 별탈없이 지내시길 기원합니다,정상,,,8,3,19
20341,26076,이재명이 잘못했는데 곽상도가 구속되는 기적이 곽상도 매품팔이임 ㅋㅋㅌ,정상,,,8,0,17
20342,10944,페미 페미 페페레페페 페미,정상,,,7,5,21
20343,28347,님도 타인을 이해안하려하는 거는 마찬가지이시네요,정상,,,9,9,3
20347,18022,난 다만 사람이 먼저일 뿐이고 사람으로서 해야 할 도리를 비웃고 무시하는 자들을 사람으로 안 볼 뿐이다 민본주의 우선이라고 해야 하나 좌우 따지기 이전에 사람이 사상에 매몰되었는가 아닌가를 먼저 따지는 게 우선이라고 본다,정상,,,9,17,3
20348,4746,요즘 유충으로 심난한시기 ㅠ어제 쌀 씻다가 유충나왔다는 글 있었는데 오늘보니 글이 없어졌네요 살짝 쌀벌레로 보여서 답글도 달았었는데 ㅋ쌀벌레로 결론나서 지운거겠죠 쌀벌레 유충 어떤거였나 궁금하네유 ㅎㅎ,정상,,,5,13,24
20352,15901,어제 비열한 웃음 지을때 악마를 보았다,정상,,,9,9,4
20353,12324,투명하게 사용하는곳 용처가 왜 지들 밥값이고 간식비를 예로 드냐는 거죠 국정감사나 청문회를 위한 인터뷰 자료수집비라면 이해 하겠는데 밥값 간식비 새이불 이딴거 사는데 쓴다는게 어이 없네요 그동안 수차례 농성하고 그때마다 이불 산거 다 어디다 버린건지 예를 잘 못 들었다고 생각하지 않습니다 그동안 그렇게 써왔으니 자동적으로 나온 핑계라고 생각합니다 썩은 정치의 예로 보이구요,정상,,,1,1,29
20359,18742,트젠 수술하면 대부분 주민등록번호 2번 이제 4번도 곧 나오겠네요 으로 정정해 줍니다 수술 안했을 때 주민번호 새로 받을 수 있느냐 정도가 논쟁거리 성기 새로 만들지 않고 자궁적출이나 고환 적출까지만 해도 성전환 인정해준 사례도 많다고 합니다 그러니까 이 사건 주인공은 성전환수술을 받았다고 하니 일단 여자로 인정받는 것까지는 문제가 없습니다,정상,,,6,7,8
20360,11468,중국 태국 베트남 필리핀 완료 동남아는 별로 없어서 금방금방 끝나네,정상,,,0,8,15
20363,19142,누워서 침뱉기 일수도 있습니다 특정종교 비하하는거 아닙니다 일반화시키는거아닙니다 3 400명정도 다니는 교회 였는데 무당불러서 교회터보고 교회팔아 돈해먹고 신축하면서 돈해먹고 액수맞추던중 밝혀진거만 20억이에요 송파에 땅도있고 ㅋㅋㅋ 그래서 대형교회를 안다닙니다 물론 좋은 목사님도 계시지요 어머니께서 소장접수하시고 별별노력 다해보셨지만 검사도 종교관련해선 안건드린대요 ㅋㅋㅋ 목사퇴직금있는건 처음알았네요 목사가 성도이름을 모르고 얼굴을 모를때부터 이미 교회가 아니라 기업체죠,정상,,,4,4,27
20364,5737,내계좌수호신ㅎㅎ동남아뿐만 아니라 브라질에서도 일등 먹엇다네,정상,,,1,1,29
20365,15285,가만내비둬 일단 윤미향만 봐도 지금 재판 아직도 하는거보면 ㅋㅋ 머법원까지 올라가서 시간끌고 의원직 다 해쳐먹을듯,정상,,,5,14,17
20367,15144,호적신고까지 새로해서 장애인연금까지 지들이 뺏어먹었네요 진짜 지옥천불에 갈 것들 이네요,정상,,,5,7,8
20369,16124,부럽네요,정상,,,3,18,7
20372,23576,이게 뭔 개소리여 문재인이 맨날 같이 하자고 해도 투덜투덜거리다 결국 분당 해서 나간게 안철수인데 이젠 뛰쳐 나갔는데도 문재인이 결단해야돼 뭘 어떻게 결단해야 되는데,정상,,,9,9,4
20374,9385,상황설명 1 샤이니 종현이 성공회대 성소수자가 쓴 안녕들 하십니까 대자보를 트위터 프로필 사진으로 올림 2 일베에서 종현을 종북이라며 깜 3 해외 K팝 팬들이 일베에 급 관심,정상,,,7,2,5
20375,15642,음식물 반입은 가능하나 타인에게 피해를 주지 않는 선에서 가능 스넥 그러나 헬조선의 종특으로 인하여 전철에서도 술판을 벌이고 극장에서 치킨을 뜯으며 국회에서 깽판을 치는 집단들이 있음,정상,,,1,1,29
20381,27660,저렇게 훈훈하게 끝날때 심판의 웃음이 그렇게 좋던데ㅋㅋ,정상,,,9,9,4
20382,10252,친구들하고 정치 이야기 하면 맨날 좌빨취급 이나 받으니 우리나라는 너무 우편향 스러운 사람이 많은거 같다,맥락적 정상,['정치'],['진보계열'],8,3,19
20383,7454,남성성 판타지 갇힌 김은숙 위트마저 공포가 된 더 킹,정상,,,7,12,13
20385,1566,안철수 문 안열어 줌 정동영 말 안듣고 핸펀 쳐 봄 국민의당 창당 그 결과 전라도 토호 정치인들 쏙 빠진 새로운 민주당으로 180석 먹음,정상,,,8,3,9
20390,12850,강원도는 안타깝지만 누구나 그곳에 공장질려고하는 사장은 망할려고 하는 사업초보자.인프라경쟁력으로 추가비용급상승 인력 수급 핼유통비용 헬,정상,,,2,7,8
20396,1918,자이34평오너 아차차 이런 기본적인 실수를,정상,,,9,0,14
20397,12739,아뇨 이게 다 좌빨들탓 이라고 죽을때까지 정신승리합니다,맥락적 정상,['정치'],['진보계열'],5,17,26
20403,5110,정말 군인이라는건 무서운 것이예요 그나마 모스트픽만 감각이 남아있을뿐 부포지션 이었던 곳 가면 무조건 지네요 시즌 4 다1 이었는데 플래티넘에서도 똥쌈ㅋㅋ 탑제외하고 모든라인 다 똥쌈 ㅋㅋ,정상,,,7,17,4
20405,21901,독실한기독교 집안인데 사정이 있었겠죠 신내림을 받지 않으면 몸이 안좋아지는 뭐 그러한거요,정상,,,4,4,27
20409,10650,메스 가 되지 못했자나,정상,,,7,5,14
20412,26978,이모부 예수로 돈번썰 푼다,정상,,,4,11,22
20417,807,구찌입은 친딸 이유비 165억 재산 탕진 교회청소하는 아버지 임영규 165억 ㄷㄷㄷ 이걸 어케 말아먹었지 ㄷㄷㄷ,정상,,,4,14,11
20420,6347,애들 보면 자기랑 생각이 다른 사람도 있다는걸 인정을 못해서 틀딱거리는거뿐인데 (그렇게 말하면서 정신승리하기 위해서 뿐이고) 참 ㅋㅋㅋ 취향에 정답이 어딨어 ?. 그냥 이런 취향 가진 사람 있음 저런 취향 가진 사람 있는건데 자기랑 취향 다른 사람이 있다는거 자체가 분노인거잖아 ? ㅋㅋㅋ 참 이런 사고방식들 재미있어. 세상 사람들이 다 똑같았음 좋겠니 ?.,맥락적 정상,['연령'],['고령층'],5,19,3
20421,10148,성정체성이 오픈되는거 두려워하는 마음은 이해합니다 222 하지만 오픈되지 않으면서도 입장을 발표할 수 있는 합리적인 방법 강구 등 입장발표를 하려는 모습마저도 보이시지 않으신다면 저 극소수의 행태 성소수자의 입장이라고 도매금으로 싸잡혀서 욕을 들으셔도 이에 대하여 억울하다 너희들은 잘못 생각하는거다 라고 말씀하실 자격이 솔직히 없다는 생각이 듭니다 대다수는 저렇지 않다는 의견제시 하나 없으시면서도 너희들을 모두다 저모양이야라는 말은 듣기 싫어하신다 이거야말로 얼마나 이기적이신겁니까 물론 저 사안에 대한 합리적인 방법을 찾는 것 자체가 절대 쉬운 것이 아니여서 시간이 좀 걸리는 것이라고 믿고는 있습니다 정말 이래저래 안타깝습니다,정상,,,8,19,16
20422,22770,조그마한 공간도 활용한다,정상,,,3,0,25
20425,22068,폰트가 아기자기하네,정상,,,3,5,23
20429,8947,"home 충격적인 대구 희망원 사건 2017년초 기준 지난 2년간만 따져도 온갖 인권 유린으로 129명이 사망 2017년초 기준 지난 7년간 309명 사망 그것이 알고 싶다 팀에서 제보 받고 조사 착수 여성 지적 장애인을 최고위 간부들이 자기집으로 데려가 노예로 부림 한 최고위 간부 아들이 옷 다 벗기고 자기 목욕 시킴 심지어 자기 성기를 만지게 하며 대신 자위 행위 시킴 그 여성분도 결국 사망 등등 이건 아주 일부 겨우 겨우 취재 완료해서 그알팀이 폭로했고 역대 최대의 노예 인권유린 스캔들이 될 뻔 했는데 시기 적절하게 최순실 게이트가 터짐 어영부영 묻혀버림 지역 유착도 심했고, 처벌도 크게 안받고 요리조리 빠져나감 절대 잊혀져선 안되는 사건 출처 이종",정상,,,5,7,8
20432,3729,@호원님 와... 홍어만 한 접시 먹어도 본전 뽑겠네요.,정상,,,1,15,18
20433,7477,족발 대자를 시켜서 이틀에 걸쳐 드십쇼,정상,,,2,10,0
20434,3061,저런 놈까지 좋아해야 하는 공주님이 불쌍해,정상,,,1,1,29
20436,4632,빤난냐,정상,,,3,5,23
20437,19434, 이거때문에 궁금해서 보게되었는데 재밌게 봤습니다 ㅋㅋ 술먹는거에 흡연 욕설만 나오는게 아니라 게이나 레즈비언 장면들도 나오구요 우려했던것보다 페미관련은 적게 나옵니다 얼굴만봐도 알만한 배우들도 은근히 많이 출연했고 주연급으로 나오는 사람들은 연기 진짜 잘합니다 정은지가 나와서 그런가 응답하라 느낌도 나고 연출도 비슷한 느낌이네요 OTT전용 드라마답게 않게 공들여 만든거 같고 정말 재밌게 봤습니다 한선화가 매력적으로 나오는데소개에서 나오는거처럼 남자 두명이랑 하고싶다는거 이루는거처럼 끝나네요 은근히 매운맛임,정상,,,5,17,26
20439,9278,심지어 저 기사 모아둔 것들 몇년 지난 것들,정상,,,9,2,5
20440,10926,황 돌,정상,,,3,18,25
20441,16943,이 말이 플래그가 되어 영원히 그럴 날은..,정상,,,9,9,4
20446,5361,1 5년 미쳤나 진짜 ㅋㅋ 15년이어도 부족할판에,정상,,,9,16,28
20450,26233,인성은 기본적으로 착하다는 가정하에1 종교는 무교 혹은 불교 이슬람교 크리스트교 결사 반대 2 애완동물 목숨걸고 절대 반대3 사별은 딱히 상관없지만 이혼가정은 결사 반대4 만약 내가 회계사가 되었다고 가정할 시 여자 직업은 전문직 or 대기업 or 공무원5 부모가 가난하지 않았으면 함 적어도 울 집안 재력이랑 거의 비슷했으면 부모님 사업하시는데 한달에 대충 3천에서 4천정도 버심 6 얼굴 딱히 상관없음 완전 배리나같은 애들만 아니면 됨7 정치적 성향은 가급적 보수였으면8 제테크 관심 많은 여자이면 좋겠음이상 부모님과 내가 모두 동의하는 결혼 상대 여자 기준,정상,,,6,12,13
20451,5617,팔 없는 장애인분 보고야이 장애인 새끼야 하면 안되듯이병신보고 병신이라고 욕하면 나쁜거임,맥락적 정상,['장애인'],['신체장애'],5,7,16
20452,15571,남성 한남 충 한남충 냄저 냄져 개저씨 여성 김치녀 맘충 피싸개 개줌마 어린이 유충 잼민이 늙은이 틀딱 꼰대 지역 전라디언 개쌍도 쌍도 멍청도 통구이 정치성향 좌빨 좌좀 수꼴 우좀 장애인 병신 한국인 조1센1징 춍 빵즈 외국인 쪽바리 짱깨 섬짱깨 니그로 깜둥이 국가 헬조1선 헬조1센 쪽바리 짱깨 단어가 많아서 충격이다 한국 인터넷에서 쓰이는 단어들이다,맥락적 정상,"['연령', '인종', '기타', '젠더']","['일반남성', '중년층', '일반여성', '고령층', '중국']",0,12,4
20453,17264,민주당 서울시장 후보로 이낙연 나올 것국힘 경상도 말고 승리 힘들다 공관위 개뻘짓으로 승리 어려워짐공천은 경선이 원칙 공관위 독단적인 컷오프김은혜 차출로 분당갑 비어도 안 간다,정상,,,8,3,9
20455,18512,가족중에서 저만 사투리 별로 안써요 대구 친구한테 사투리 어색하단 소리 들었음,정상,,,7,10,0
20456,21735,장애인 아니여도 함부로 못짜르죠,정상,,,6,19,16
20463,6171,1회차에는 여자였음 이때는 이세계인들을 npc로 안보고 사람으로 대함 그러다가 능력부족으로 실패 후 사랑하는 코가놈 죽었는데 처음부분으로 회귀할 수 있다는 거임 대신 회귀하는 댓가로 소중한거 하나씩 잃는거 회귀 했더니 2회차로 넘어가면서 여성성 잃고 남자됨 남자가 되어서 코린의 사랑을 잃게됨 2회차에는 보스 클리어하고 코가놈 살리기 위해 인간성을 버리고 수단을 가리지 않고 목적을 이루기 위한 악마가 되버림 1회차 자신이 여자일때도 코가놈이 다른 여자들 한테 껄덕거리고 다녔는데 이젠 자기몸은 남자라서 자신한테 성적 매력이 없으니 코가놈에 대한 통제가 더 심해지고 병적으로 집착함 하지만 최후의 결과는 실패 다시 회귀 3회차에서는 회귀 댓가로 코가놈에 대한 기억 잃음 하지만 2회차때 수단을 가리지 않고 기필코 클리어 해야한다는 강박감은 남아 있어서 아리샤 잡으러 갔다가 코가놈한테 그만 이라는 상상함 근데 쓰고보니 코가놈이 회귀를 기억하네 씁,정상,,,6,12,13
20468,7383,언론 정부 각종 sns에서 밀폐된 공간에서 조심을 해야하고 필히 마스크를 착용 하라고 그렇게 교육 통보 공지를 했는데 불과하고 머리속에 뭐가 들어있는지 이해가 안되네요 딱 보니 앞으로 이태원뿐만 아니라 홍대 건대 강남 기타 등등 이러한 사태가 계속 나올것 같네요 젊은 애들이야 말 더럽게 안 들을것 같구 답은 예전 80년대식으로 멍둥이로 해결책 주변 가족들이 감염이 되어서 고통 및 죽음이 얼마나 무서운지 그걸 뼈로 느껴야 다들 정신 차릴까,정상,,,5,17,26
20470,26207,눈알빠질것같단 생각들기직전까지 쑤신다매,정상,,,9,14,11
20475,23209,그대의 이름은 누군가 이레나 샌들러입니다 가장 고귀한 사람아 천국으로 들어오라,정상,,,7,5,2
20477,25591,300명,정상,,,3,18,25
20479,3928,2004년 5월 31일 이라크전쟁이 끝난지 얼마 안되었던 때 이라크에서 미군에 물품을 제공하던 군납업체인 가나 무역 의 직원이던 김선일씨가 무장단체 알타우히드 왈 지하드에게 납치된다 무장단체는 그를 인질로 잡아 이 사람을 살리고 싶으면 미군을 도와주는 가나무역과 한국군은 이라크에서 철수하라 아니면 죽여버리겠다 라는 내용의 동영상을 1차로 공개를 한다 아래는 당시 아랍어로 했던 1차 선언문 내용우리는 한국 정부와 그 인간들에게 다음과 같은 성명을 발표한다 우리는 이 신성한 이슬람의 성지 聖地 에서 멋대로 이교도 활동을 부추기는 한국 놈을 잡아 여기 이 자리에 앉혀놓았다 이 한국 놈은 지금 우리의 손아귀에 붙잡혀 인질로 잡혀있는 상태이며 우리는 한국 정부와 한국의 인간들에게 다음과 같은 사항을 요구한다 우리의 신성한 땅에 무단으로 침입하여 무장주둔한 한국 군대는 즉각 이라크에서 나가라 또한 침략자 미국의 개노릇을 하고 있는 당신들이 우리의 이같은 요구를 들어주지 않을 경우 우리는 알라의 이름으로 이 한국 놈을 즉시 죽여버릴 것이다 침략자 미국의 개노릇을 해대며 우리의 신성한 땅을 감히 침범하고 무장공격을 하려는 한국 정부는 즉시 우리의 요구를 받아들이고 한국군을 모두 철수시켜야 하며 한국 정부가 우리의 요구를 거절할 경우 알라의 이름과 계시로써 여기있는 이 한국 놈은 물론 지금 이라크 땅에 있는 한국군을 비롯해 모든 한국 놈들을 전부 죽여버려 대가를 치르는 것을 보여줄 것이다 하지만 우리 정부는 무장단체의 군 철수 제안을 거절했고제안을 거절당한 이라크 무장단체는 6월 22일 김선일의 유언과 알라 후 아크바르를 외치며 참수하는 동영상을 공개하였다 아래는 당시 유언 내용노무현 대통령에게 나는 살고 싶습니다 나는 한국으로 돌아가고 싶습니다 제발 이라크에 한국 군인들을 보내지 말아 주십시오 제발 이건 당신의 실수입니다 이건 당신의 실수입니다 많은 한국인들은 그들의 자식을 이라크에 보내고 싶어하지 않습니다 모든 한국 군인들은 이라크에서 나가야합니다 제발 제발 이건 당신의 실수입니다 왜 왜 당신은 한국 군인들을 이라크에 보냈나요 고국에 계신 한국 동포들 제발 저를 도와주십시오 제발 대통령님 제발 부시 대통령님 제발 노무현 대통령님제발 나는 살고 싶습니다 나는 한국에 가고 싶습니다,정상,,,8,3,19
20485,17720,비슷한 처지끼리 그러지맙시다요~,정상,,,3,9,1
20487,9355,바부야 디스플레이 밑이 아니고 베젤 윗부분에 우겨넣은거야 저기 잘보면 윗쪽 베젤에 카메라랑 센서 구겨넣어놨음 근데 렌즈 공간이 나올려나,정상,,,7,17,1
20489,23515,다녀갑니다,정상,,,3,18,7
20490,16557,새벽롤도 빡머가리 은근 많아요 ㄹㅇ,정상,,,1,1,1
20491,15880,허구한날 정책으로 꼴페미라고 욕먹은 분인데,맥락적 정상,['젠더'],['페미니즘관련'],1,1,29
20498,18021,갱시기는 울 엄마가 가끔 해줘서 알겠다 나머진 뭔 소린지 ㅋㅋㅋ,정상,,,5,14,11
20505,19199,"게살볶음밥,스카치 에그,자반김 배달 부탁드려요",정상,,,1,1,29
20514,26751,경상도 과메기 강원도 감자 제주도 감귤이라고 막 부르잖아 홍어도 그냥 특산물인데 이거 비하라고 인터넷에서 그러던데 왜 비하임,맥락적 정상,['지역'],['호남권'],2,0,0
